| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  2063 | 0EA7 (+ 001E) .. .... F55 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2064 | 0EC5 (+ 001E) .. .... F6E | 0F46  A#3 AE  21 3189 ... | 0CD8  G-3 AB  21 3189 ... | .... .. ... . |
|  2065 | 0EA7 (- 001E) .. .... F87 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2066 | 0E89 (- 001E) .. .... FA0 | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2067 | 0E6B (- 001E) .. .... FB9 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2068 | 0E4D (- 001E) .. .... FD2 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2069 | 0E2F (G#3 AC) .. .... FEB | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2070 | 0E11 (- 001E) .. .... 004 | 0F46  A#3 AE  21 .... ... | 0CD8  G-3 AB  21 .... ... | .... .. ... . |
|  2071 | 0E2F (+ 001E) .. .... 01D | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2072 | 0E4D (A-3 AD) .. .... 036 | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2073 | 0000 (C-0 80) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2074 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2075 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2076 | ....  ... ..  .. .... ... | 0F46  A#3 AE  21 2179 ... | 0CD8  G-3 AB  21 2179 ... | .... .. ... . |
|  2077 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2078 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2079 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2080 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2081 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2082 | ....  ... ..  .. .... ... | 0F46  A#3 AE  21 .... ... | 0CD8  G-3 AB  21 .... ... | .... .. ... . |
|  2083 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2084 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2085 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2086 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2087 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2088 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 10C9 ... | 099F  D-3 A6  21 10C9 ... | .... .. ... . |
|  2089 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2090 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2091 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2092 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2093 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2094 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 099F  D-3 A6  21 .... ... | .... .. ... . |
|  2095 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2096 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2097 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2098 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2099 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2100 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 20B9 ... | 099F  D-3 A6  21 20B9 ... | .... .. ... . |
|  2101 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2102 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2103 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2104 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2105 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2106 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 099F  D-3 A6  21 .... ... | .... .. ... . |
|  2107 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2108 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2109 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2110 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2111 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2112 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 30A9 ... | 099F  D-3 A6  21 30A9 ... | .... .. ... . |
|  2113 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2114 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2115 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2116 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2117 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2118 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 099F  D-3 A6  21 .... ... | .... .. ... . |
|  2119 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2120 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2121 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2122 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2123 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2124 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 4099 ... | 099F  D-3 A6  21 4099 ... | .... .. ... . |
|  2125 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2126 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2127 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2128 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2129 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2130 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 099F  D-3 A6  21 .... ... | .... .. ... . |
|  2131 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2132 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2133 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2134 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2135 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2136 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 3189 ... | 099F  D-3 A6  21 3189 ... | .... .. ... . |
|  2137 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2138 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2139 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2140 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2141 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2142 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 099F  D-3 A6  21 .... ... | .... .. ... . |
|  2143 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2144 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2145 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2146 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2147 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2148 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 2179 ... | 099F  D-3 A6  21 2179 ... | .... .. ... . |
|  2149 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2150 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2151 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2152 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2153 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2154 | ....  ... ..  .. .... ... | 0CD8  G-3 AB  21 .... ... | 099F  D-3 A6  21 .... ... | .... .. ... . |
|  2155 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2156 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2157 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2158 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2159 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2160 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 10C9 ... | 07A3  A#2 A2  21 10C9 ... | .... .. ... . |
|  2161 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2162 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2163 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2164 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2165 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2166 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... ... | .... .. ... . |
|  2167 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2168 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2169 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2170 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2171 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2172 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 20B9 ... | 07A3  A#2 A2  21 20B9 ... | .... .. ... . |
|  2173 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2174 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2175 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2176 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2177 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2178 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... ... | .... .. ... . |
|  2179 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2180 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2181 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2182 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2183 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2184 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 30A9 ... | 07A3  A#2 A2  21 30A9 ... | .... .. ... . |
|  2185 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2186 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2187 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2188 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2189 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2190 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... ... | .... .. ... . |
|  2191 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2192 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2193 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2194 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2195 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2196 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 4099 ... | 07A3  A#2 A2  21 4099 ... | .... .. ... . |
|  2197 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2198 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2199 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2201 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2202 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... ... | .... .. ... . |
|  2203 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2204 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2205 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2206 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2207 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2208 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 3189 ... | 07A3  A#2 A2  21 3189 ... | .... .. ... . |
|  2209 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2210 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2211 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2212 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2213 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2214 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... ... | .... .. ... . |
|  2215 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2216 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2217 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2218 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2219 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2220 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 2179 ... | 07A3  A#2 A2  21 2179 ... | .... .. ... . |
|  2221 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2222 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2223 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2224 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2225 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2226 | ....  ... ..  .. .... ... | 099F  D-3 A6  21 .... ... | 07A3  A#2 A2  21 .... ... | .... .. ... . |
|  2227 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2228 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2229 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2230 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2231 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2232 | ....  ... ..  .. .... ... | 07A3  A#2 A2  21 10C9 ... | 066C  G-2 9F  21 10C9 ... | .... .. ... . |
|  2233 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2234 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2235 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2236 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2237 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2238 | ....  ... ..  .. .... ... | 07A3  A#2 A2  21 .... ... | 066C  G-2 9F  21 .... ... | .... .. ... . |
|  2239 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2240 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2241 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2242 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2243 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2244 | ....  ... ..  .. .... ... | 07A3  A#2 A2  21 20B9 ... | 066C  G-2 9F  21 20B9 ... | .... .. ... . |
|  2245 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2246 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2247 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2248 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2249 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2250 | ....  ... ..  .. .... ... | 07A3  A#2 A2  21 .... ... | 066C  G-2 9F  21 .... ... | .... .. ... . |
|  2251 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2252 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2253 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2254 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2255 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2256 | ....  ... ..  .. .... ... | 07A3  A#2 A2  21 30A9 ... | 066C  G-2 9F  21 30A9 ... | .... .. ... . |
|  2257 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2258 | ....  ... ..  .. .... ... | ....  ... ..  20 .... ... | ....  ... ..  20 .... ... | .... .. ... . |
|  2259 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2261 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  2262 | ....  ... ..  .. .... ... | 07A3  A#2 A2  21 .... ... | 066C  G-2 9F  21 .... ... | .... .. ... . |
